State,District,Facility_Name,Total_Deliveries,C_Section_Deliveries,Financial_Year,C_Section_Rate_Pct,Is_Public_Facility,Ownership_Private,Ownership_Public
Rajasthan,Alwar,nalota,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhetera,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gandala,46,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jaguwas,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jakharana,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kohrana,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tasing,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bardod,916,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Behror,1844,182,2020-21,9.87,1,0,1
Rajasthan,Alwar,Pvt Hospital,1154,327,2020-21,28.34,0,1,0
Rajasthan,Alwar,Adoli,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baharmpur,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bairka,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bardokan,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dantiya,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Daroda,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Doroli,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dyothana,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Garu,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,isrota,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jhahadu,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khedameda,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kherli Rail,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khoh,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mathurahera,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nangal Rupa,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Natoj,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nithari,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Noorpur,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pasai,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sahedi,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sonkh,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sonkhar,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tigaria,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Titpuri,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Toda,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baytukalan,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kalwari,21,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khokar,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ramnagar,11,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ronijathan,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tasai,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kathumar,1601,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kherli,144,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pvt Hospital,613,0,2020-21,0.0,0,1,0
Rajasthan,Alwar,Bambora,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhazeda,15,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bolni,16,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chamroda,12,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chanduki,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chikani,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Devata,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Doangada,20,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ganj,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jagta Basai,118,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jajaur,12,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jharkhera,25,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jilota,28,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kankara,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Karoli,50,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kheda,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khoabas,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kithur,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kolgawn,17,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Langar Bas,19,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mothuka,20,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mundiyakheda,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Musakheda,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Noor Nagar,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Patan Mewan,13,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Patti Joriya,15,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Raybka,30,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Shekhpur,13,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sirmoli,42,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sivana,30,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tarwala,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Zaatka,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bagherikala,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baghoda,62,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baskrapalnagar,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ghasoli,12,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ismilepur,31,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Macha,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhadurpur,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kherthal,282,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kishangarhbas,2045,20,2020-21,0.98,1,0,1
Rajasthan,Alwar,Pvt Hospital,70,0,2020-21,0.0,0,1,0
Rajasthan,Alwar,Bagherikhurd,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhokar,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Girwas,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Haspur,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jatiyana,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Makdava,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Patliya,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Teouwas,30,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baghana,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bibirani,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jatuwas,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jodiya,22,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pur,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Harsoli,156,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kotkasim,1080,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baroli,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Beda,12,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Berla,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bichgaun,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bootoli,29,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Butiyana,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chimrawali Gaud,12,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Deewali,25,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dhara Ka Bas,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dogdi,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Fahari,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ghat,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Goteda,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Imlali,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Indpur,12,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jawali,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kafanwada,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kheda Mangal Sing,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kheda Mehamood,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khedli Chandawat,34,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khohra,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khudiyana,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Lily,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Malpur,13,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Moliya,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nibheda,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Niyana,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nizam Nagar,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Rasulpur,15,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ratanaki,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sadampur,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sehra,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Semla,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Shahadka,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sirmor,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gandura,25,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Harsana,38,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jhalatala,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mojpur,47,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pahdawati,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Saimla Khurd,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sorai,24,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Barodamav,452,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Govindgarh,2793,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Laxmangarh,172,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Achalpuri,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ahir Ka Tibara,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Allapur,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bader,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baira,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baldevpura,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ballana,15,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Barkheda,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Beejwad Naruka,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhadoli,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhakatpura,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhandwada,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhugore,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bijopur,19,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bilandi,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Burja,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chand Pahadi,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chomu,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dhakpuri,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dhela Vas,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dhwala,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Diwakri,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Doba,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ghatla,11,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gopalpura,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Hajipur,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Indoke,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jatiyana,13,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jatoli,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kalikholi,23,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kalsada,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kalyanpura,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kaserpur,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kervada,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kerwaval,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khareda,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khedli Pichnaut,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kushalpura,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Lalpura,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Lili,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Machadi,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Madhogarh,18,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mahua Khurd,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mannaka,16,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mohabbatpur,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nangla Sedu,22,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nethla,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Parsa Ka Bas,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ramnagar,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ringspuri,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Rongda,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Roopbas,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Rundh Seerawas,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sahodi,30,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Salpur,12,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sanwar,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sarangpur,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Seerawas,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Shahapur,13,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Siya Ka Bas,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Thekda,28,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tuleda,21,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baleta,18,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chandoli,164,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Deharashahpur,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kushalgarh,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Padisel,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Palkhedi,74,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,PHC Umrain,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Prathvipura,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Akbarpur,57,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Malakhera,3261,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Beroj,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dantala,11,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gadli,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Hatudi,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khanpur Aher,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khareta,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Matoiur,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sabalgarh banethi,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Shamda,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sheelgav,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sourakha Kalan,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ulaheri,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bijwad Chouhan,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chandpur,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jat Bahror,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jindoli,16,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Karanikot,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mundanwada,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Palawa,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pehal,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Rasagn,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sihalikalan,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mundawar,727,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tatarpur,246,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Doshod,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Geeloth,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,GugalKota,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Hudiya Khurd,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kankar,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kolila,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nairdha Khurd,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pratapsingpura,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Sirlarpur,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Siryani,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jaitpur,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kutina,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Manjri Kala,56,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nangli Balaheer,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mandhan,159,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Neemrana,117,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Shahjapur,46,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pvt Hospital,2610,956,2020-21,36.63,0,1,0
Rajasthan,Alwar,Adpost Alaee,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bharu Gatti,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bigota,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Birkadi,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dubee,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ghatada,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gordanpura,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kaniyawas,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kutuki,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Naya Goa Bolka,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Neemla,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Palwa,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Rajorgarh,38,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tilwad,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baldevgarh,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dhamred,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Digawara,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gola ka bas,169,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khodreb,13,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mallana,14,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Rajpurbara,26,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Talab,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Rajgarh,2481,3,2020-21,0.12,1,0,1
Rajasthan,Alwar,Sakat,15,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Tehla,211,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pvt Hospital,366,86,2020-21,23.5,0,1,0
Rajasthan,Alwar,Bagad Rajpoot,171,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bagad Tiraya,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Baramada,15,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhahala,17,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhajit,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bhuaka,11,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bijawa,63,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bilaspur,6,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Bujaka,9,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chidwa,22,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,ChorotiPahad,73,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Chouma,10,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Desula,25,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dhadoli,11,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Dohali,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Doli,1,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gadhi Dhaneta,18,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Ghegoli,50,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gugdod,7,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Gujuki,15,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Hajipur,30,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jatpur,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Jhareda,19,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kakralijat,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kakralimev,27,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kerwajat,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kesroli,17,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khedi,3,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kherli Syadh,2,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khilora,529,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khouh,14,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Khuteta Kalan,16,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kohida Karmali,26,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kota Khurd,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Kushpuri,47,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mandu ka Bas,32,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Milakpur,8,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Mojdika,5,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Moonpur Kramla,51,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nangal Bajirka,29,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nangli Megha,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Nashopur,16,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Niwali,4,0,2020-21,0.0,1,0,1
Rajasthan,Alwar,Pata,37,0,2020-21,0.0,1,0,1
